premise,hypothesis,label
Package Volume: 0.73 m³,This example is about Origin,contradiction
Package Weight: 22.9 KG,This example is about Origin,contradiction
Shipment Status: Out for delivery at 2023-11-28 17:38:40,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-04-05 05:45:38,This example is about DateAndTimes,entailment
"Destination: Sydney, DE",This example is about HousebillNumber,contradiction
Package Weight: 7.77 KG,This example is about Destination,contradiction
"Destination: Tokyo, IN",This example is about TotalWeight,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Package Weight: 60.04 KG,This example is about ProductType,contradiction
Shipment ID: UPS361803373225,This example is about HousebillNumber,entailment
Package Volume: 0.541 m³,This example is about TotalVolume,entailment
Package Weight: 8.81 KG,This example is about Destination,contradiction
Service Type: Economy,This example is about Timestamp,contradiction
Package Volume: 0.534 m³,This example is about TotalWeight,contradiction
Service Type: Express,This example is about ProductType,entailment
"Destination: Sydney, JP",This example is about Destination,entailment
Scheduled DateAndTimes: 2024-09-17 03:39:29,This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2023-08-19 07:14:03,This example is about TotalWeight,contradiction
Shipment Status: Customs clearance at 2024-09-29 07:26:19,This example is about TotalVolume,contradiction
Package Volume: 0.78 m³,This example is about Origin,contradiction
Scheduled DateAndTimes: 2023-03-03 19:28:23,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2023-05-06 11:12:24,This example is about TotalPackages,contradiction
Shipment Status: Arrived at facility at 2024-01-04 19:31:00,This example is about Timestamp,entailment
Service Type: Economy,This example is about DateAndTimes,contradiction
"Origin: Tokyo, FR",This example is about Origin,entailment
Package Weight: 76.59 KG,This example is about DateAndTimes,contradiction
"Origin: Berlin, IN",This example is about Origin,entailment
Package Volume: 0.339 m³,This example is about TotalVolume,entailment
Service Type: Express,This example is about TotalVolume,contradiction
"Destination: Mumbai, CN",This example is about Destination,entailment
Package Weight: 31.92 KG,This example is about Origin,contradiction
Shipment Status: Arrived at facility at 2024-05-14 16:54:01,This example is about Timestamp,entailment
Package Weight: 67.41 KG,This example is about Destination,contradiction
"Destination: Beijing, AE",This example is about Destination,entailment
Package Volume: 0.2 m³,This example is about DateAndTimes,contradiction
"Origin: New York, US",This example is about TotalVolume,contradiction
Package Volume: 0.148 m³,This example is about HousebillNumber,contradiction
Package Volume: 0.695 m³,This example is about Timestamp,contradiction
Package Volume: 0.517 m³,This example is about TotalVolume,entailment
Shipment ID: 1Z718929290218,This example is about HousebillNumber,entailment
Package Weight: 28.5 KG,This example is about TotalWeight,entailment
"Destination: Tokyo, IN",This example is about DateAndTimes,contradiction
Service Type: Freight,This example is about Origin,contradiction
"Destination: Berlin, AE",This example is about ProductType,contradiction
Scheduled DateAndTimes: 2023-04-08 21:28:02,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2023-07-11 21:38:17,This example is about DateAndTimes,entailment
"Origin: Mumbai, DE",This example is about ProductType,contradiction
Shipment Status: Departed facility at 2024-01-31 17:03:36,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-09-15 15:24:15,This example is about DateAndTimes,entailment
"Origin: Beijing, AE",This example is about TotalWeight,contradiction
Package Volume: 0.419 m³,This example is about TotalVolume,entailment
"Origin: New York, JP",This example is about Origin,entailment
Service Type: Next Day Air,This example is about ProductType,entailment
Service Type: Same Day,This example is about HousebillNumber,contradiction
Number of Packages: 8,This example is about ProductType,contradiction
Package Weight: 54.23 KG,This example is about HousebillNumber,contradiction
Package Volume: 0.851 m³,This example is about TotalVolume,entailment
Package Weight: 41.92 KG,This example is about TotalVolume,contradiction
"Origin: Toronto, DE",This example is about Destination,contradiction
"Origin: Tokyo, CA",This example is about Origin,entailment
Service Type: 2nd Day Air,This example is about ProductType,entailment
Number of Packages: 2,This example is about TotalPackages,entailment
"Origin: Sydney, CN",This example is about TotalPackages,contradiction
"Destination: Toronto, GB",This example is about Destination,entailment
Shipment Status: Arrived at facility at 2023-05-16 11:13:04,This example is about Timestamp,entailment
"Origin: Dubai, AU",This example is about Origin,entailment
"Destination: Dubai, AU",This example is about Destination,entailment
Service Type: Economy,This example is about TotalVolume,contradiction
"Destination: Sydney, IN",This example is about TotalWeight,contradiction
Package Volume: 0.325 m³,This example is about TotalVolume,entailment
Shipment Status: Arrived at facility at 2023-07-22 21:06:57,This example is about Timestamp,entailment
"Origin: Paris, DE",This example is about TotalWeight,contradiction
Service Type: Express,This example is about ProductType,entailment
Shipment Status: Customs clearance at 2023-10-13 23:35:02,This example is about Timestamp,entailment
Number of Packages: 5,This example is about TotalVolume,contradiction
Package Volume: 0.233 m³,This example is about TotalVolume,entailment
"Destination: Paris, IN",This example is about HousebillNumber,contradiction
Shipment ID: 1Z610282720547,This example is about HousebillNumber,entailment
Package Volume: 0.06 m³,This example is about TotalVolume,entailment
Package Weight: 34.06 KG,This example is about Timestamp,contradiction
"Origin: Sydney, DE",This example is about TotalWeight,contradiction
Package Volume: 0.34 m³,This example is about Timestamp,contradiction
Service Type: 2nd Day Air,This example is about ProductType,entailment
Shipment Status: Picked up at 2023-05-12 16:33:11,This example is about Timestamp,entailment
Package Weight: 25.86 KG,This example is about DateAndTimes,contradiction
Package Volume: 0.447 m³,This example is about Origin,contradiction
Package Weight: 34.56 KG,This example is about TotalWeight,entailment
Package Volume: 0.774 m³,This example is about TotalVolume,entailment
Package Volume: 0.05 m³,This example is about TotalVolume,entailment
Package Volume: 0.388 m³,This example is about Destination,contradiction
Package Weight: 5.65 KG,This example is about HousebillNumber,contradiction
Service Type: 2nd Day Air,This example is about TotalWeight,contradiction
Scheduled DateAndTimes: 2024-05-25 05:31:51,This example is about Timestamp,contradiction
Service Type: 2nd Day Air,This example is about Destination,contradiction
Package Volume: 0.715 m³,This example is about Timestamp,contradiction
Service Type: Economy,This example is about Destination,contradiction
Shipment ID: FDX033553768614,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2024-11-11 12:55:51,This example is about Timestamp,contradiction
Number of Packages: 1,This example is about TotalPackages,entailment
Shipment Status: Arrived at facility at 2024-11-17 09:19:44,This example is about Destination,contradiction
Scheduled DateAndTimes: 2024-12-18 22:40:40,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2024-08-21 08:10:16,This example is about TotalWeight,contradiction
Number of Packages: 3,This example is about DateAndTimes,contradiction
Service Type: Standard,This example is about Origin,contradiction
"Origin: New York, US",This example is about TotalPackages,contradiction
"Destination: Paris, JP",This example is about Destination,entailment
"Origin: Mumbai, GB",This example is about TotalVolume,contradiction
"Destination: Paris, AU",This example is about Origin,contradiction
Shipment ID: 1Z761359930086,This example is about HousebillNumber,entailment
Number of Packages: 9,This example is about TotalPackages,entailment
Package Weight: 85.8 KG,This example is about Destination,contradiction
Shipment Status: Picked up at 2023-06-27 03:44:08,This example is about TotalWeight,contradiction
Number of Packages: 2,This example is about Origin,contradiction
Package Volume: 0.891 m³,This example is about TotalVolume,entailment
Package Weight: 42.63 KG,This example is about TotalWeight,entailment
Package Weight: 37.14 KG,This example is about TotalWeight,entailment
Scheduled DateAndTimes: 2024-07-29 05:08:10,This example is about DateAndTimes,entailment
Package Volume: 0.559 m³,This example is about TotalVolume,entailment
Service Type: Next Day Air,This example is about ProductType,entailment
Package Weight: 6.77 KG,This example is about TotalWeight,entailment
"Origin: Dubai, CA",This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2023-05-05 06:17:57,This example is about Origin,contradiction
Shipment ID: DHL312499863828,This example is about HousebillNumber,entailment
Package Weight: 89.67 KG,This example is about TotalPackages,contradiction
Number of Packages: 3,This example is about HousebillNumber,contradiction
Service Type: 2nd Day Air,This example is about ProductType,entailment
Package Volume: 0.066 m³,This example is about Timestamp,contradiction
Shipment Status: Departed facility at 2024-11-07 08:51:40,This example is about Timestamp,entailment
Package Weight: 98.34 KG,This example is about ProductType,contradiction
Package Weight: 29.57 KG,This example is about Origin,contradiction
"Destination: Berlin, AE",This example is about Destination,entailment
Service Type: 2nd Day Air,This example is about TotalWeight,contradiction
